False;0.0003268718719482422
False;0.0001418590545654297
False;0.000209808349609375
False;0.00020313262939453125
False;0.00025177001953125
False;0.00019693374633789062
False;0.00021576881408691406
False;0.00028586387634277344
False;0.00020503997802734375
False;0.00017309188842773438
False;0.00020694732666015625
False;0.0005910396575927734
False;0.00013399124145507812
False;0.0001220703125
False;0.00010323524475097656
False;0.00012683868408203125
False;0.0001087188720703125
False;9.703636169433594e-05
False;9.512901306152344e-05
False;9.584426879882812e-05
False;0.00010323524475097656
False;9.894371032714844e-05
False;0.00010704994201660156
False;0.00019311904907226562
False;0.00017213821411132812
False;9.274482727050781e-05
True;0.00020694732666015625
True;0.0001399517059326172
True;8.0108642578125e-05
